,X,system,Cause,Effect,rho_Lmax,p_Z,Kendall_tau,Kendall_p,Convergence,Standardized_linkage_strength,direction,biomasss,abundances,trait.effect.abundance.total,abundance.effect.trait.total,trait.effect.abundance,abundance.effect.trait
415,7,FU,size.Cholevinae.,abunance.Cholevinae.,0,0.5,1,1,FALSE,0,trait affects abundance,7.51893939318182e-05,0.388888889,0.783783784,0.783783784,0.783783784,0.783783784
416,8,FU,size.Staphylinidae.,abunance.Staphylinidae.,0.303760523,0.077782972,0.981980562,0.001188755,FALSE,0.489849701,trait affects abundance,1.97727272727273e-06,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
417,9,FU,size.Carabus.vanvolxemi,abunance.Carabus.vanvolxemi,0.212131827,0.178120759,1.000000119,0.000836611,FALSE,0.342087611,trait affects abundance,0.010104682,0.157894737,0.783783784,0.783783784,0.783783784,0.783783784
418,10,FU,size.Synuchus.crocatus,abunance.Synuchus.crocatus,0.296425532,0.083233478,0.981980562,0.001188755,FALSE,0.478021162,trait affects abundance,0.000669205,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
419,11,FU,size.Nipponoharpalus.discrepans,abunance.Nipponoharpalus.discrepans,0.296421574,0.083236488,0.981980562,0.001188755,FALSE,0.478014779,trait affects abundance,0.000835864,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
420,12,FU,size.Pristosia.aeneola,abunance.Pristosia.aeneola,0.351217713,0.048366451,1.000000119,0.000836611,TRUE,0.566380022,trait affects abundance,0.0041945,0.210526316,0.783783784,0.783783784,0.783783784,0.783783784
421,13,FU,size.Synuchus.nitidus,abunance.Synuchus.nitidus,0.096896805,0.329932424,0.925820053,0.007680297,FALSE,0.156257535,trait affects abundance,0.006725705,0.2,0.783783784,0.783783784,0.783783784,0.783783784
422,14,FU,size.Scaphisomini.,abunance.Scaphisomini.,0.303367135,0.128748343,1.000000119,0.000836611,FALSE,0.489215317,trait affects abundance,1.05454545454545e-05,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
423,15,FU,size.Quedius.adustus,abunance.Quedius.adustus,0.27221517,0.103046917,1.000000119,0.000836611,FALSE,0.438979095,trait affects abundance,0.000377341,0.111111111,0.783783784,0.783783784,0.783783784,0.783783784
424,16,FU,size.Platydracus.sharpi,abunance.Platydracus.sharpi,0.203624841,0.174889077,1.000000119,0.000836611,FALSE,0.328369093,trait affects abundance,0.001542636,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
425,17,FU,size.Carabus.insulicola,abunance.Carabus.insulicola,0.528600314,0.01063654,1.000000119,0.000836611,TRUE,0.852430405,trait affects abundance,0.082808205,0.285714286,0.783783784,0.783783784,0.783783784,0.783783784
426,18,FU,size.Pterostichus.asymmetricus,abunance.Pterostichus.asymmetricus,0.203602324,0.174916484,1.000000119,0.000836611,FALSE,0.328332782,trait affects abundance,0.001693557,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
427,19,FU,size.Cryptophagus.sp,abunance.Cryptophagus.sp,0.317103767,0.075103378,1,0.000263214,FALSE,0.511367256,trait affects abundance,1.79090909090909e-05,0.111111111,0.783783784,0.783783784,0.783783784,0.783783784
428,20,FU,size.Lordithon.sp,abunance.Lordithon.sp,0.528497213,0.003985752,0.928571463,0.001981735,TRUE,0.852264141,trait affects abundance,9.54545454545455e-05,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
429,21,FU,size.Neopallodes.inermis,abunance.Neopallodes.inermis,0.53015984,0.00393208,0.928571463,0.001981735,TRUE,0.854945325,trait affects abundance,5.86363636363636e-05,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
430,22,FU,size.Synuchus.arcuaticollis,abunance.Synuchus.arcuaticollis,0.196936412,0.183138012,0.785714328,0.009374738,FALSE,0.317583212,trait affects abundance,0.000462727,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
431,23,FU,size.Lederina.sp,abunance.Lederina.sp,0.358971609,0.088094308,1.000000119,0.000836611,FALSE,0.578884093,trait affects abundance,8.56818181818182e-06,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
432,24,FU,size.Pseudopyrochroa.laticollis,abunance.Pseudopyrochroa.laticollis,0.398486439,0.091256528,1.000000119,0.000836611,FALSE,0.642606422,trait affects abundance,0.000162182,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
433,25,FU,size.Anotylus.sp,abunance.Anotylus.sp,0.393449366,0.090400655,1.000000119,0.000836611,FALSE,0.634483547,trait affects abundance,1.05454545454545e-05,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
434,26,FU,size.Lebia.bifenestrata,abunance.Lebia.bifenestrata,0.394975917,0.093134512,1.000000119,0.000836611,FALSE,0.63694529,trait affects abundance,7.71363636363636e-05,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
435,27,FU,size.Scolytidae.,abunance.Scolytidae.,0.406588421,0.025363802,0.981980562,0.001188755,TRUE,0.655671825,trait affects abundance,2.01590909090909e-05,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
436,28,FU,size.Pterostichus.polygenus,abunance.Pterostichus.polygenus,0.403879558,0.026244447,0.981980562,0.001188755,TRUE,0.651303463,trait affects abundance,0.000398182,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
437,29,FU,size.Curculio.sp,abunance.Curculio.sp,0.404048695,0.026188791,0.981980562,0.001188755,TRUE,0.651576216,trait affects abundance,0.000599818,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
438,30,FU,size.Stenolophus.karasawai,abunance.Stenolophus.karasawai,0.202425643,0.17635214,0.88640523,0.005275846,FALSE,0.326435244,trait affects abundance,0.000155068,0.111111111,0.783783784,0.783783784,0.783783784,0.783783784
439,31,FU,size.Anthicomorphus.suturalis,abunance.Anthicomorphus.suturalis,0.0690409,0.377104596,0.723746836,0.057279348,FALSE,0.111336601,trait affects abundance,7.27045454545455e-05,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
440,32,FU,size.Bolitobius.setiger,abunance.Bolitobius.setiger,0.320018739,0.066588507,1.000000119,0.000836611,FALSE,0.516067992,trait affects abundance,0.000169727,0.111111111,0.783783784,0.783783784,0.783783784,0.783783784
441,33,FU,size.Melandrya.sp,abunance.Melandrya.sp,0.29268081,0.08611396,1.000000119,0.000836611,FALSE,0.471982355,trait affects abundance,0.000146205,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
442,34,FU,size.Philonthus.kobensis,abunance.Philonthus.kobensis,0.237339717,0.136651141,0.944911242,0.002241373,FALSE,0.38273831,trait affects abundance,3.21136363636364e-05,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
443,35,FU,size.Platycerus.acuticollis,abunance.Platycerus.acuticollis,0.488313627,0.016571718,1.000000119,0.000836611,TRUE,0.787463367,trait affects abundance,0.000404932,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
444,36,FU,size.Clavicollis.fugiens,abunance.Clavicollis.fugiens,0.091325149,0.339199973,0.214285731,0.536186695,FALSE,0.147272583,trait affects abundance,9.36363636363636e-06,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
445,37,FU,size.Elateridae.,abunance.Elateridae.,0.307827731,0.074868916,0.944911242,0.002241373,FALSE,0.496408553,trait affects abundance,0.000256864,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
446,38,FU,abunance.Zyras.sp,size.Zyras.sp,0.558994975,0.002217503,1,0.000263214,TRUE,0.901445384,abundance affects trait,3.21136363636364e-05,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
447,39,FU,abunance.Carabus.arboreus,size.Carabus.arboreus,0.043263532,0.491003668,0.277777791,0.348082542,FALSE,0.069767552,abundance affects trait,0.12827399,0.708333333,0.783783784,0.783783784,0.783783784,0.783783784
448,40,FU,abunance.Carabus.sp,size.Carabus.sp,0.559091931,0.002183355,1,0.000263214,TRUE,0.901601736,abundance affects trait,0.004392045,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
449,41,FU,abunance.Panelus.parvulus,size.Panelus.parvulus,0.377410979,0.059368423,1,0.000263214,FALSE,0.608619755,abundance affects trait,5.46136363636364e-05,0.194444444,0.783783784,0.783783784,0.783783784,0.783783784
450,42,FU,abunance.Nicrophorus.quadripunctatus,size.Nicrophorus.quadripunctatus,0.383245702,0.067003941,1.000000119,0.000836611,FALSE,0.618028935,abundance affects trait,0.005123545,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
451,43,FU,abunance.Pselaphinae.,size.Pselaphinae.,0.569513432,0.028358201,1.000000119,0.000836611,TRUE,0.918407637,abundance affects trait,0.00010925,0.4,0.783783784,0.783783784,0.783783784,0.783783784
452,44,FU,abunance.Cholevinae.,size.Cholevinae.,0.423699047,0.11198308,1.000000119,0.000836611,FALSE,0.683264728,abundance affects trait,7.51893939318182e-05,0.388888889,0.783783784,0.783783784,0.783783784,0.783783784
453,45,FU,abunance.Staphylinidae.,size.Staphylinidae.,0.285480234,0.164705897,0.928571463,0.001981735,FALSE,0.460370576,abundance affects trait,1.97727272727273e-06,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
454,46,FU,abunance.Carabus.vanvolxemi,size.Carabus.vanvolxemi,0.202863957,0.269590947,0.50000006,0.107762337,FALSE,0.327142077,abundance affects trait,0.010104682,0.157894737,0.783783784,0.783783784,0.783783784,0.783783784
455,47,FU,abunance.Synuchus.crocatus,size.Synuchus.crocatus,0.272512885,0.167262945,1.000000119,0.000836611,FALSE,0.439459196,abundance affects trait,0.000669205,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
456,48,FU,abunance.Nipponoharpalus.discrepans,size.Nipponoharpalus.discrepans,0.272733529,0.167261485,1.000000119,0.000836611,FALSE,0.439815011,abundance affects trait,0.000835864,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
457,49,FU,abunance.Pristosia.aeneola,size.Pristosia.aeneola,0.400724763,0.050575026,1.000000119,0.000836611,FALSE,0.646215984,abundance affects trait,0.0041945,0.210526316,0.783783784,0.783783784,0.783783784,0.783783784
458,50,FU,abunance.Synuchus.nitidus,size.Synuchus.nitidus,0.267426507,0.107303716,1,0.000263214,FALSE,0.431256811,abundance affects trait,0.006725705,0.2,0.783783784,0.783783784,0.783783784,0.783783784
459,51,FU,abunance.Scaphisomini.,size.Scaphisomini.,0.44592162,0.043487765,0.928571463,0.001981735,TRUE,0.719101251,abundance affects trait,1.05454545454545e-05,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
460,52,FU,abunance.Quedius.adustus,size.Quedius.adustus,0.12876824,0.278844401,0.944911242,0.002241373,FALSE,0.207653988,abundance affects trait,0.000377341,0.111111111,0.783783784,0.783783784,0.783783784,0.783783784
461,53,FU,abunance.Platydracus.sharpi,size.Platydracus.sharpi,0.314662948,0.158513166,1.000000119,0.000836611,FALSE,0.507431147,abundance affects trait,0.001542636,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
462,54,FU,abunance.Carabus.insulicola,size.Carabus.insulicola,0.248123179,0.264138587,1,0.000263214,FALSE,0.400127916,abundance affects trait,0.082808205,0.285714286,0.783783784,0.783783784,0.783783784,0.783783784
463,55,FU,abunance.Pterostichus.asymmetricus,size.Pterostichus.asymmetricus,0.314516119,0.158597293,1.000000119,0.000836611,FALSE,0.507194369,abundance affects trait,0.001693557,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
464,56,FU,abunance.Cryptophagus.sp,size.Cryptophagus.sp,0.620109643,0.002361173,1,0.000263214,TRUE,1,abundance affects trait,1.79090909090909e-05,0.111111111,0.783783784,0.783783784,0.783783784,0.783783784
465,57,FU,abunance.Lordithon.sp,size.Lordithon.sp,0.189466095,0.192605226,0.873326063,0.001661658,FALSE,0.305536443,abundance affects trait,9.54545454545455e-05,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
466,58,FU,abunance.Neopallodes.inermis,size.Neopallodes.inermis,0.209179653,0.168203342,0.888888896,0.001229405,FALSE,0.337326883,abundance affects trait,5.86363636363636e-05,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
467,59,FU,abunance.Synuchus.arcuaticollis,size.Synuchus.arcuaticollis,0.178775925,0.207422881,0.571428597,0.063486576,FALSE,0.288297282,abundance affects trait,0.000462727,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
468,60,FU,abunance.Lederina.sp,size.Lederina.sp,0.213811981,0.27766317,1.000000119,0.000836611,FALSE,0.344797059,abundance affects trait,8.56818181818182e-06,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
469,61,FU,abunance.Pseudopyrochroa.laticollis,size.Pseudopyrochroa.laticollis,0.273680152,0.327803831,0.5,0.076332808,FALSE,0.441341551,abundance affects trait,0.000162182,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
470,62,FU,abunance.Anotylus.sp,size.Anotylus.sp,0.22285038,0.152394624,0.928571463,0.001981735,FALSE,0.359372543,abundance affects trait,1.05454545454545e-05,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
471,63,FU,abunance.Lebia.bifenestrata,size.Lebia.bifenestrata,0.288453584,0.302056122,0.888888896,0.001229405,FALSE,0.465165454,abundance affects trait,7.71363636363636e-05,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
472,64,FU,abunance.Scolytidae.,size.Scolytidae.,0.350156364,0.086410073,1,0.000263214,FALSE,0.56466847,abundance affects trait,2.01590909090909e-05,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
473,65,FU,abunance.Pterostichus.polygenus,size.Pterostichus.polygenus,0.361319383,0.065383277,1.000000119,0.000836611,FALSE,0.582670157,abundance affects trait,0.000398182,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
474,66,FU,abunance.Curculio.sp,size.Curculio.sp,0.36177919,0.065177075,1.000000119,0.000836611,FALSE,0.58341165,abundance affects trait,0.000599818,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
475,67,FU,abunance.Stenolophus.karasawai,size.Stenolophus.karasawai,0.38718596,0.043500617,1.000000119,0.000836611,TRUE,0.624383065,abundance affects trait,0.000155068,0.111111111,0.783783784,0.783783784,0.783783784,0.783783784
476,68,FU,abunance.Anthicomorphus.suturalis,size.Anthicomorphus.suturalis,0.294959202,0.123599597,1.000000119,0.000836611,FALSE,0.475656531,abundance affects trait,7.27045454545455e-05,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
477,69,FU,abunance.Bolitobius.setiger,size.Bolitobius.setiger,0.365484495,0.041368784,0.981980562,0.001188755,TRUE,0.589386892,abundance affects trait,0.000169727,0.111111111,0.783783784,0.783783784,0.783783784,0.783783784
478,70,FU,abunance.Melandrya.sp,size.Melandrya.sp,0.387544125,0.183481594,1,0.000263214,FALSE,0.62496065,abundance affects trait,0.000146205,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
479,71,FU,abunance.Philonthus.kobensis,size.Philonthus.kobensis,0.331611387,0.05933112,1.000000119,0.000836611,FALSE,0.534762506,abundance affects trait,3.21136363636364e-05,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
480,72,FU,abunance.Platycerus.acuticollis,size.Platycerus.acuticollis,0.308733224,0.135554672,0.944444418,0.000580668,FALSE,0.497868768,abundance affects trait,0.000404932,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
481,73,FU,abunance.Clavicollis.fugiens,size.Clavicollis.fugiens,0.262627569,0.111683102,1.000000119,0.000836611,FALSE,0.423517957,abundance affects trait,9.36363636363636e-06,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
482,74,FU,abunance.Elateridae.,size.Elateridae.,0.501694667,0.022661588,1.000000119,0.000836611,TRUE,0.809041872,abundance affects trait,0.000256864,1.614444444,0.783783784,0.783783784,0.783783784,0.783783784
483,1,NA,size.Othius.rufipennis,abunance.Othius.rufipennis,0.379767295,0.098284912,1.000000119,0.000836611,FALSE,0.655016209,trait affects abundance,0.000743675,0.210526316,0.846153846,0.884615385,0.846153846,0.884615385
484,2,NA,size.Synuchus.melantho,abunance.Synuchus.melantho,0.270012832,0.197320751,0.90476191,0.006863832,FALSE,0.465713567,trait affects abundance,0.007262908,0.578947368,0.846153846,0.884615385,0.846153846,0.884615385
485,3,NA,size.Pristosia.aeneola,abunance.Pristosia.aeneola,0.23875954,0.276936284,0.90476191,0.006863832,FALSE,0.411808417,trait affects abundance,0.0023936,0.117647059,0.846153846,0.884615385,0.846153846,0.884615385
486,4,NA,size.Trephionus.sp,abunance.Trephionus.sp,0.23877661,0.276909091,0.90476191,0.006863832,FALSE,0.41183786,trait affects abundance,0.001019175,0.117647059,0.846153846,0.884615385,0.846153846,0.884615385
487,5,NA,size.Staphylinidae.,abunance.Staphylinidae.,0.100570995,0.385622218,0.90476191,0.006863832,FALSE,0.173463153,trait affects abundance,6.4425e-05,0.380952381,0.846153846,0.884615385,0.846153846,0.884615385
488,6,NA,size.Synuchus.takeuchii,abunance.Synuchus.takeuchii,0.238623131,0.277069763,0.90476191,0.006863832,FALSE,0.411573142,trait affects abundance,0.000771075,0.117647059,0.846153846,0.884615385,0.846153846,0.884615385
489,7,NA,size.Nicrophorus.investigator,abunance.Nicrophorus.investigator,0.238732939,0.276966002,0.90476191,0.006863832,FALSE,0.411762537,trait affects abundance,0.00630615,0.117647059,0.846153846,0.884615385,0.846153846,0.884615385
490,8,NA,size.Pterostichus.karasawai,abunance.Pterostichus.karasawai,0.112077115,0.31415898,0.928571463,0.001981735,FALSE,0.193308713,trait affects abundance,0.019814325,0.434782609,0.846153846,0.884615385,0.846153846,0.884615385
491,9,NA,size.Pterostichus.ambigenus,abunance.Pterostichus.ambigenus,0,0.5,1,1,FALSE,0,trait affects abundance,0.0401039,1.581081081,0.846153846,0.884615385,0.846153846,0.884615385
492,10,NA,size.Quedius.adustus,abunance.Quedius.adustus,0,0.5,1,1,FALSE,0,trait affects abundance,0.00037375,0.117647059,0.846153846,0.884615385,0.846153846,0.884615385
493,11,NA,size.Olophrum.sp,abunance.Olophrum.sp,0.37677007,0.285704335,0.809523821,0.016260982,FALSE,0.649846646,trait affects abundance,0.000403942,0.550724638,0.846153846,0.884615385,0.846153846,0.884615385
494,12,NA,size.Aleocharinae.,abunance.Aleocharinae.,0.086683439,0.354284877,0.805822968,0.011602759,FALSE,0.14951013,trait affects abundance,9.635833335e-05,0.349206349,0.846153846,0.884615385,0.846153846,0.884615385
495,13,NA,size.Platycerus.acuticollis,abunance.Platycerus.acuticollis,0.376232541,0.044395135,1,0.002666712,TRUE,0.648919526,trait affects abundance,0.004778,0.317460317,0.846153846,0.884615385,0.846153846,0.884615385
496,14,NA,size.Carabus.blaptoides,abunance.Carabus.blaptoides,0.284947335,0.130518332,1,0.002666712,FALSE,0.491472345,trait affects abundance,0.021765825,0.117647059,0.846153846,0.884615385,0.846153846,0.884615385
497,15,NA,size.Chrysomelidae.,abunance.Chrysomelidae.,0.28496637,0.13053756,1,0.002666712,FALSE,0.491505177,trait affects abundance,0.0001264,0.117647059,0.846153846,0.884615385,0.846153846,0.884615385
498,16,NA,size.Sepedophilus.sp,abunance.Sepedophilus.sp,0.579783049,0.007800332,1,0.002666712,TRUE,1,trait affects abundance,0.000144125,0.210526316,0.846153846,0.884615385,0.846153846,0.884615385
499,17,NA,size.Mesechthistatus.binodosus,abunance.Mesechthistatus.binodosus,0,0.5,1,1,FALSE,0,trait affects abundance,0.032962475,0.210526316,0.846153846,0.884615385,0.846153846,0.884615385
500,18,NA,size.Quedius.sp,abunance.Quedius.sp,0.20836677,0.181533002,0.809523821,0.016260982,FALSE,0.359387483,trait affects abundance,0.000420925,0.117647059,0.846153846,0.884615385,0.846153846,0.884615385
501,19,NA,size.Silphini.,abunance.Silphini.,0.314992996,0.089493728,0.928571463,0.001981735,FALSE,0.543294594,trait affects abundance,0.0026433,0.176470588,0.846153846,0.884615385,0.846153846,0.884615385
502,20,NA,size.Carabus.harmandi,abunance.Carabus.harmandi,0,0.5,1,1,FALSE,0,trait affects abundance,0.00885255,0.117647059,0.846153846,0.884615385,0.846153846,0.884615385
503,21,NA,size.Xestagonum.xestum,abunance.Xestagonum.xestum,0,0.5,1,1,FALSE,0,trait affects abundance,0.00232095,0.210526316,0.846153846,0.884615385,0.846153846,0.884615385
504,22,NA,size.Stomis.prognathus,abunance.Stomis.prognathus,0.477266874,0.041389339,0.90476191,0.006863832,TRUE,0.823181835,trait affects abundance,0.001286825,0.117647059,0.846153846,0.884615385,0.846153846,0.884615385
505,23,NA,size.Autalia.sp,abunance.Autalia.sp,0.239642945,0.275366687,0.90476191,0.006863832,FALSE,0.413332099,trait affects abundance,2.005e-05,0.235294118,0.846153846,0.884615385,0.846153846,0.884615385
506,24,NA,size.Tachinus.japonicus,abunance.Tachinus.japonicus,0.477462167,0.041325266,0.90476191,0.006863832,TRUE,0.823518672,trait affects abundance,0.0004241,0.117647059,0.846153846,0.884615385,0.846153846,0.884615385
507,25,NA,size.Pterostichus.janoi,abunance.Pterostichus.janoi,0.201348733,0.318260973,0.714285791,0.018741131,FALSE,0.34728289,trait affects abundance,0.002417675,0.117647059,0.846153846,0.884615385,0.846153846,0.884615385
508,26,NA,size.Scaphisomini.,abunance.Scaphisomini.,0.197054054,0.323455505,0.714285791,0.018741131,FALSE,0.339875501,trait affects abundance,3.1275e-05,0.117647059,0.846153846,0.884615385,0.846153846,0.884615385
509,27,NA,abunance.Othius.rufipennis,size.Othius.rufipennis,0,0.5,1,1,FALSE,0,abundance affects trait,0.000743675,0.210526316,0.846153846,0.884615385,0.846153846,0.884615385
510,28,NA,abunance.Synuchus.melantho,size.Synuchus.melantho,0,0.5,1,1,FALSE,0,abundance affects trait,0.007262908,0.578947368,0.846153846,0.884615385,0.846153846,0.884615385
511,29,NA,abunance.Pristosia.aeneola,size.Pristosia.aeneola,0.15771941,0.246960028,0.99999994,0.008534908,FALSE,0.272031771,abundance affects trait,0.0023936,0.117647059,0.846153846,0.884615385,0.846153846,0.884615385
512,30,NA,abunance.Trephionus.sp,size.Trephionus.sp,0.157992059,0.246580486,0.99999994,0.008534908,FALSE,0.272502032,abundance affects trait,0.001019175,0.117647059,0.846153846,0.884615385,0.846153846,0.884615385
513,31,NA,abunance.Staphylinidae.,size.Staphylinidae.,0.413586755,0.040657581,1,0.002666712,TRUE,0.713347442,abundance affects trait,6.4425e-05,0.380952381,0.846153846,0.884615385,0.846153846,0.884615385
514,32,NA,abunance.Synuchus.takeuchii,size.Synuchus.takeuchii,0.157685541,0.247007195,0.99999994,0.008534908,FALSE,0.271973355,abundance affects trait,0.000771075,0.117647059,0.846153846,0.884615385,0.846153846,0.884615385
515,33,NA,abunance.Nicrophorus.investigator,size.Nicrophorus.investigator,0.157742402,0.246928011,0.99999994,0.008534908,FALSE,0.272071428,abundance affects trait,0.00630615,0.117647059,0.846153846,0.884615385,0.846153846,0.884615385
516,34,NA,abunance.Pterostichus.karasawai,size.Pterostichus.karasawai,0.351531215,0.088186911,0.99999994,0.008534908,FALSE,0.606315096,abundance affects trait,0.019814325,0.434782609,0.846153846,0.884615385,0.846153846,0.884615385
517,35,NA,abunance.Pterostichus.ambigenus,size.Pterostichus.ambigenus,0.340663054,0.128058818,1,0.002666712,FALSE,0.587569876,abundance affects trait,0.0401039,1.581081081,0.846153846,0.884615385,0.846153846,0.884615385
518,36,NA,abunance.Quedius.adustus,size.Quedius.adustus,0.252215998,0.133770131,0.928571463,0.001981735,FALSE,0.435017888,abundance affects trait,0.00037375,0.117647059,0.846153846,0.884615385,0.846153846,0.884615385
519,37,NA,abunance.Olophrum.sp,size.Olophrum.sp,0.410165821,0.033383508,1,0.002666712,TRUE,0.707447073,abundance affects trait,0.000403942,0.550724638,0.846153846,0.884615385,0.846153846,0.884615385
520,38,NA,abunance.Aleocharinae.,size.Aleocharinae.,0.240285736,0.149551936,1,0.002666712,FALSE,0.414440774,abundance affects trait,9.635833335e-05,0.349206349,0.846153846,0.884615385,0.846153846,0.884615385
521,39,NA,abunance.Platycerus.acuticollis,size.Platycerus.acuticollis,0.552762181,0.003716128,1.000000119,0.000836611,TRUE,0.953394863,abundance affects trait,0.004778,0.317460317,0.846153846,0.884615385,0.846153846,0.884615385
522,40,NA,abunance.Carabus.blaptoides,size.Carabus.blaptoides,0,0.5,1,1,FALSE,0,abundance affects trait,0.021765825,0.117647059,0.846153846,0.884615385,0.846153846,0.884615385
523,41,NA,abunance.Chrysomelidae.,size.Chrysomelidae.,0,0.5,1,1,FALSE,0,abundance affects trait,0.0001264,0.117647059,0.846153846,0.884615385,0.846153846,0.884615385
524,42,NA,abunance.Sepedophilus.sp,size.Sepedophilus.sp,0.47732807,0.167710546,0.90476191,0.006863832,FALSE,0.823287384,abundance affects trait,0.000144125,0.210526316,0.846153846,0.884615385,0.846153846,0.884615385
525,43,NA,abunance.Mesechthistatus.binodosus,size.Mesechthistatus.binodosus,0.167822198,0.233085239,0.99999994,0.008534908,FALSE,0.289456889,abundance affects trait,0.032962475,0.210526316,0.846153846,0.884615385,0.846153846,0.884615385
526,44,NA,abunance.Quedius.sp,size.Quedius.sp,0.10325786,0.327900666,0.925820053,0.007680297,FALSE,0.178097411,abundance affects trait,0.000420925,0.117647059,0.846153846,0.884615385,0.846153846,0.884615385
527,45,NA,abunance.Silphini.,size.Silphini.,0.283817729,0.1512206,0.90476191,0.006863832,FALSE,0.489524021,abundance affects trait,0.0026433,0.176470588,0.846153846,0.884615385,0.846153846,0.884615385
528,46,NA,abunance.Carabus.harmandi,size.Carabus.harmandi,0.017583214,0.469854324,0.333333343,0.367520809,FALSE,0.03032723,abundance affects trait,0.00885255,0.117647059,0.846153846,0.884615385,0.846153846,0.884615385
529,47,NA,abunance.Xestagonum.xestum,size.Xestagonum.xestum,0.495627817,0.116451505,1.000000119,0.000836611,FALSE,0.854850478,abundance affects trait,0.00232095,0.210526316,0.846153846,0.884615385,0.846153846,0.884615385
530,48,NA,abunance.Stomis.prognathus,size.Stomis.prognathus,0.220359906,0.276698206,0.928571463,0.001981735,FALSE,0.380073039,abundance affects trait,0.001286825,0.117647059,0.846153846,0.884615385,0.846153846,0.884615385
531,49,NA,abunance.Autalia.sp,size.Autalia.sp,0.159768959,0.244113794,0.99999994,0.008534908,FALSE,0.275566799,abundance affects trait,2.005e-05,0.235294118,0.846153846,0.884615385,0.846153846,0.884615385
532,50,NA,abunance.Tachinus.japonicus,size.Tachinus.japonicus,0.217981726,0.279653662,0.928571463,0.001981735,FALSE,0.375971196,abundance affects trait,0.0004241,0.117647059,0.846153846,0.884615385,0.846153846,0.884615385
533,51,NA,abunance.Pterostichus.janoi,size.Pterostichus.janoi,0.188196034,0.206328584,0.90476191,0.006863832,FALSE,0.324597338,abundance affects trait,0.002417675,0.117647059,0.846153846,0.884615385,0.846153846,0.884615385
534,52,NA,abunance.Scaphisomini.,size.Scaphisomini.,0.193030406,0.200228873,0.90476191,0.006863832,FALSE,0.33293558,abundance affects trait,3.1275e-05,0.117647059,0.846153846,0.884615385,0.846153846,0.884615385
535,1,NJ,size.Nicrophorus.quadripunctatus,abunance.Nicrophorus.quadripunctatus,0.397693446,0.058525244,1.000000119,0.000836611,FALSE,0.696964391,trait affects abundance,0.014106455,0.210526316,0.766666667,0.666666667,0.766666667,0.666666667
536,2,NJ,size.Stomis.prognathus,abunance.Stomis.prognathus,0.094034829,0.334681494,0.869318306,0.005085826,FALSE,0.164797604,trait affects abundance,0.000628318,0.111111111,0.766666667,0.666666667,0.766666667,0.666666667
537,3,NJ,size.Synuchus.arcuaticollis,abunance.Synuchus.arcuaticollis,0.014126656,0.474498885,0.576556683,0.100178242,FALSE,0.0247572,trait affects abundance,0.004414,0.5,0.766666667,0.666666667,0.766666667,0.666666667
