X,system,Cause,Effect,rho_Lmax,p_Z,Kendall_tau,Kendall_p,Convergence,Standardized_linkage_strength,direction,biomasss,trait.effect.abundance.total,Warming_rate,temp_mean
8,MO,Monoraphidium.arcuatum.1,Monoraphidium.arcuatum,0.811200253,0.059216162,1,0.002666712,FALSE,0.833239034,trait affects abundance,6.65E-08,0.651162791,0.242712346,10.85724215
9,MO,Oocystis.parva..1,Oocystis.parva.,0.82904715,0.059157185,1,0.002666712,FALSE,0.851570798,trait affects abundance,1.19E-07,0.651162791,0.242712346,10.85724215
10,MO,Quadrigula.lacustris..1,Quadrigula.lacustris.,0.594659215,0.479850771,0.523809552,0.133128524,FALSE,0.610814985,trait affects abundance,9.96E-08,0.651162791,0.242712346,10.85724215
11,MO,Schroederia.judayi..1,Schroederia.judayi.,0.668997905,0.109775417,0.90476191,0.006863832,FALSE,0.687173316,trait affects abundance,3.50E-08,0.651162791,0.242712346,10.85724215
12,MO,Cryptomonas.erosa..1,Cryptomonas.erosa.,0.85991454,0.137134009,1,0.002666712,FALSE,0.883276797,trait affects abundance,5.11E-07,0.651162791,0.242712346,10.85724215
13,MO,Rhodomonas.minuta..1,Rhodomonas.minuta.,0.893645791,0.133512777,1,0.002666712,FALSE,0.917924462,trait affects abundance,8.58E-08,0.651162791,0.242712346,10.85724215
14,MO,Stephanodiscus.niagarae..1,Stephanodiscus.niagarae.,0.856281422,0.023160008,1,0.002666712,TRUE,0.879544974,trait affects abundance,3.09E-05,0.651162791,0.242712346,10.85724215
15,MO,Chlamydomonas.globosa..1,Chlamydomonas.globosa.,0.892445275,0.046154754,1,0.002666712,TRUE,0.91669133,trait affects abundance,1.61E-07,0.651162791,0.242712346,10.85724215
16,MO,Dictyosphaerium.pulchellum..1,Dictyosphaerium.pulchellum.,0.856932289,0.061637381,1,0.002666712,FALSE,0.880213524,trait affects abundance,5.00E-08,0.651162791,0.242712346,10.85724215
17,MO,Sphaerocystis.schroeteri..1,Sphaerocystis.schroeteri.,0.540018075,0.227593942,0.809523821,0.016260982,FALSE,0.554689348,trait affects abundance,1.07E-07,0.651162791,0.242712346,10.85724215
18,MO,Aphanizomenon.flos.aquae.1,Aphanizomenon.flos.aquae,0.886534156,0.028833333,1,0.002666712,TRUE,0.910619617,trait affects abundance,6.70E-08,0.651162791,0.242712346,10.85724215
19,MO,Lyngbya.limnetica..1,Lyngbya.limnetica.,0.234658574,0.145507365,0.966091692,0.012898922,FALSE,0.241033805,trait affects abundance,3.38E-09,0.651162791,0.242712346,10.85724215
20,MO,Oscillatoria.limnetica..1,Oscillatoria.limnetica.,0.92732573,0.021699919,1,0.002666712,TRUE,0.952519421,trait affects abundance,1.01E-08,0.651162791,0.242712346,10.85724215
21,MO,Chlorococcaceae.1,Chlorococcaceae,0.190370981,0.269152327,0.809523821,0.016260982,FALSE,0.195543002,trait affects abundance,9.99E-08,0.651162791,0.242712346,10.85724215
22,MO,Aphanothece.nidulans..1,Aphanothece.nidulans.,0.948976754,0.006593581,1,0.002666712,TRUE,0.974758663,trait affects abundance,1.55E-09,0.651162791,0.242712346,10.85724215
23,MO,Chroococcaceae.1,Chroococcaceae,0.880069019,0.015402493,1,0.002666712,TRUE,0.903978835,trait affects abundance,3.58E-10,0.651162791,0.242712346,10.85724215
24,MO,Monoraphidium.capricornutum.1,Monoraphidium.capricornutum,0.948925604,0.002257914,1,0.002666712,TRUE,0.974706123,trait affects abundance,9.57E-09,0.651162791,0.242712346,10.85724215
25,MO,Microcystis.aeruginosa..1,Microcystis.aeruginosa.,0.872486572,0.149863761,0.90476191,0.006863832,FALSE,0.896190387,trait affects abundance,2.99E-08,0.651162791,0.242712346,10.85724215
26,MO,Coelosphaerium.naegelianum..1,Coelosphaerium.naegelianum.,0.380051575,0.204663091,0.866666615,0.024170518,FALSE,0.390376859,trait affects abundance,1.33E-08,0.651162791,0.242712346,10.85724215
27,MO,Phormidium.mucicola.1,Phormidium.mucicola,0.964096876,0.002936659,1,0.002666712,TRUE,0.99028957,trait affects abundance,5.47E-09,0.651162791,0.242712346,10.85724215
28,MO,Uroglena...1,Uroglena..,0.97355047,8.41E-06,1,0.002666712,TRUE,1,trait affects abundance,5.11E-08,0.651162791,0.242712346,10.85724215
29,MO,Synechococcus.sp1..1,Synechococcus.sp1.,0.806650151,0.022953984,0.99999994,0.008534908,TRUE,0.828565314,trait affects abundance,5.65E-10,0.651162791,0.242712346,10.85724215
30,MO,Cryptomonas.rostratiformis..1,Cryptomonas.rostratiformis.,0.880839376,0.018593113,1,0.002666712,TRUE,0.90477012,trait affects abundance,2.18E-06,0.651162791,0.242712346,10.85724215
31,MO,CYCLOPOID.1,CYCLOPOID,0.32474635,0.405951318,0.238095239,0.548005581,FALSE,0.333569096,trait affects abundance,1.96E-05,0.651162791,0.242712346,10.85724215
32,MO,DIACYCLOPS.THOMASI.1,DIACYCLOPS.THOMASI,0.27927299,0.230499065,1,0.002666712,FALSE,0.28686031,trait affects abundance,6.73E-05,0.651162791,0.242712346,10.85724215
33,MO,CALANOID.1,CALANOID,0.21156488,0.257962166,0.90476191,0.006863832,FALSE,0.217312699,trait affects abundance,2.23E-05,0.651162791,0.242712346,10.85724215
34,MO,DIAPTOMID.1,DIAPTOMID,0.129933465,0.281958687,0.683130026,0.04828608,FALSE,0.133463512,trait affects abundance,7.64E-05,0.651162791,0.242712346,10.85724215
35,MO,AGLAODIAPTOMUS.CLAVIPES.1,AGLAODIAPTOMUS.CLAVIPES,0.43070364,0.067407752,1,0.002666712,FALSE,0.442405045,trait affects abundance,0.000429464,0.651162791,0.242712346,10.85724215
36,MO,CHYDORUS.1,CHYDORUS,0.174107321,0.218653076,1,0.002666712,FALSE,0.178837488,trait affects abundance,2.96E-06,0.651162791,0.242712346,10.85724215
37,MO,DAPHNIA.1,DAPHNIA,0.45154615,0.313177406,0.90476191,0.006863832,FALSE,0.463813807,trait affects abundance,2.15E-05,0.651162791,0.242712346,10.85724215
38,MO,DAPHNIA.MENDOTAE.1,DAPHNIA.MENDOTAE,0.262391037,0.139894605,1,0.002666712,FALSE,0.269519707,trait affects abundance,0.000165181,0.651162791,0.242712346,10.85724215
39,MO,DAPHNIA.PULICARIA.1,DAPHNIA.PULICARIA,0.110213771,0.312535568,0.878310025,0.009809136,FALSE,0.113208071,trait affects abundance,0.000167264,0.651162791,0.242712346,10.85724215
40,MO,SINOBOSMINA.FRYEI.1,SINOBOSMINA.FRYEI,0.195527113,0.269049915,0.90476191,0.006863832,FALSE,0.200839216,trait affects abundance,4.30E-06,0.651162791,0.242712346,10.85724215
41,MO,ACANTHOCYCLOPS.1,ACANTHOCYCLOPS,0.170983499,0.227382182,1,0.002666712,FALSE,0.175628799,trait affects abundance,4.78E-05,0.651162791,0.242712346,10.85724215
42,MO,MESOCYCLOPS.EDAX.1,MESOCYCLOPS.EDAX,0.039527134,0.430682009,0.732466996,0.044502854,FALSE,0.040601012,trait affects abundance,8.00E-05,0.651162791,0.242712346,10.85724215
43,MO,DIAPHANOSOMA.BIRGEI.1,DIAPHANOSOMA.BIRGEI,0.252829842,0.397398112,0.428571433,0.229556203,FALSE,0.259698752,trait affects abundance,2.69E-05,0.651162791,0.242712346,10.85724215
44,MO,Rhodomonas.minuta.var..nannoplanctica,Rhodomonas.minuta.var..nannoplanctica.1,0.895024996,0.01087992,1,0.002666712,TRUE,0.919341138,abundance affects trait,3.52E-08,0.651162791,0.242712346,10.85724215
45,MO,Anabaena.flos.aquae.,Anabaena.flos.aquae..1,0.929321414,0.03183837,1,0.002666712,TRUE,0.954569325,abundance affects trait,6.50E-08,0.651162791,0.242712346,10.85724215
46,MO,Aphanocapsa.delicatissima.,Aphanocapsa.delicatissima..1,0.88913216,0.102890005,1,0.002666712,FALSE,0.913288204,abundance affects trait,3.71E-10,0.651162791,0.242712346,10.85724215
47,MO,Synechocystis..,Synechocystis...1,0.640853786,0.042541241,0.99999994,0.008534908,TRUE,0.658264575,abundance affects trait,1.04E-08,0.651162791,0.242712346,10.85724215
48,MO,Gymnodinium.sp3.,Gymnodinium.sp3..1,0.955736141,0.002462659,1,0.002666712,TRUE,0.981701689,abundance affects trait,1.08E-07,0.651162791,0.242712346,10.85724215
49,MO,Miscellaneous,Miscellaneous.1,0.70113832,0.260866395,1,0.002666712,FALSE,0.720186926,abundance affects trait,1.49E-08,0.651162791,0.242712346,10.85724215
50,MO,Erkenia.subaequiciliata.,Erkenia.subaequiciliata..1,0.967267007,0.00058682,1,0.002666712,TRUE,0.993545828,abundance affects trait,3.90E-08,0.651162791,0.242712346,10.85724215
51,MO,Monoraphidium.arcuatum,Monoraphidium.arcuatum.1,0.794690858,0.014099634,1,0.002666712,TRUE,0.81628111,abundance affects trait,6.65E-08,0.651162791,0.242712346,10.85724215
52,MO,Oocystis.parva.,Oocystis.parva..1,0.793216023,0.150008346,1,0.002666712,FALSE,0.814766206,abundance affects trait,1.19E-07,0.651162791,0.242712346,10.85724215
53,MO,Quadrigula.lacustris.,Quadrigula.lacustris..1,0.802894569,0.113229198,1,0.002666712,FALSE,0.824707701,abundance affects trait,9.96E-08,0.651162791,0.242712346,10.85724215
54,MO,Schroederia.judayi.,Schroederia.judayi..1,0.662347232,0.054597209,1,0.002666712,FALSE,0.680341957,abundance affects trait,3.50E-08,0.651162791,0.242712346,10.85724215
55,MO,Cryptomonas.erosa.,Cryptomonas.erosa..1,0.767054603,0.231881137,1,0.002666712,FALSE,0.78789403,abundance affects trait,5.11E-07,0.651162791,0.242712346,10.85724215
56,MO,Rhodomonas.minuta.,Rhodomonas.minuta..1,0.896976173,0.121859248,1,0.002666712,FALSE,0.921345324,abundance affects trait,8.58E-08,0.651162791,0.242712346,10.85724215
57,MO,Stephanodiscus.niagarae.,Stephanodiscus.niagarae..1,0.84591032,0.074122479,1,0.002666712,FALSE,0.868892108,abundance affects trait,3.09E-05,0.651162791,0.242712346,10.85724215
58,MO,Chlamydomonas.globosa.,Chlamydomonas.globosa..1,0.875467501,0.154003251,0.90476191,0.006863832,FALSE,0.899252302,abundance affects trait,1.61E-07,0.651162791,0.242712346,10.85724215
59,MO,Dictyosphaerium.pulchellum.,Dictyosphaerium.pulchellum..1,0.845967922,0.103935356,1,0.002666712,FALSE,0.868951275,abundance affects trait,5.00E-08,0.651162791,0.242712346,10.85724215
60,MO,Sphaerocystis.schroeteri.,Sphaerocystis.schroeteri..1,0.531758154,0.426918558,0.619047642,0.071505427,FALSE,0.54620502,abundance affects trait,1.07E-07,0.651162791,0.242712346,10.85724215
61,MO,Aphanizomenon.flos.aquae,Aphanizomenon.flos.aquae.1,0.888580595,0.001405382,1,0.002666712,TRUE,0.912721654,abundance affects trait,6.70E-08,0.651162791,0.242712346,10.85724215
62,MO,Lyngbya.limnetica.,Lyngbya.limnetica..1,0.693116368,0.014841509,1,0.002666712,TRUE,0.711947032,abundance affects trait,3.38E-09,0.651162791,0.242712346,10.85724215
63,MO,Oscillatoria.limnetica.,Oscillatoria.limnetica..1,0.933209594,0.00140552,1,0.002666712,TRUE,0.958563139,abundance affects trait,1.01E-08,0.651162791,0.242712346,10.85724215
64,MO,Chlorococcaceae,Chlorococcaceae.1,0.187682489,0.315326063,0.714285731,0.035498142,FALSE,0.192781469,abundance affects trait,9.99E-08,0.651162791,0.242712346,10.85724215
65,MO,Aphanothece.nidulans.,Aphanothece.nidulans..1,0.95027418,0.011171779,1,0.002666712,TRUE,0.976091338,abundance affects trait,1.55E-09,0.651162791,0.242712346,10.85724215
66,MO,Chroococcaceae,Chroococcaceae.1,0.866312487,0.016905171,1,0.002666712,TRUE,0.889848563,abundance affects trait,3.58E-10,0.651162791,0.242712346,10.85724215
67,MO,Monoraphidium.capricornutum,Monoraphidium.capricornutum.1,0.936066572,0.017004337,1,0.002666712,TRUE,0.961497735,abundance affects trait,9.57E-09,0.651162791,0.242712346,10.85724215
68,MO,Microcystis.aeruginosa.,Microcystis.aeruginosa..1,0.927514126,0.027495664,1,0.002666712,TRUE,0.952712936,abundance affects trait,2.99E-08,0.651162791,0.242712346,10.85724215
69,MO,Coelosphaerium.naegelianum.,Coelosphaerium.naegelianum..1,0.569364691,0.068836809,1,0.002666712,FALSE,0.584833256,abundance affects trait,1.33E-08,0.651162791,0.242712346,10.85724215
70,MO,Phormidium.mucicola,Phormidium.mucicola.1,0.963634105,0.010070515,1,0.002666712,TRUE,0.989814226,abundance affects trait,5.47E-09,0.651162791,0.242712346,10.85724215
71,MO,Uroglena..,Uroglena...1,0.956488357,0.002680568,1,0.002666712,TRUE,0.982474342,abundance affects trait,5.11E-08,0.651162791,0.242712346,10.85724215
72,MO,Synechococcus.sp1.,Synechococcus.sp1..1,0.875808905,0.022775687,1,0.002666712,TRUE,0.899602981,abundance affects trait,5.65E-10,0.651162791,0.242712346,10.85724215
73,MO,Cryptomonas.rostratiformis.,Cryptomonas.rostratiformis..1,0.830615458,0.086769249,0.90476191,0.006863832,FALSE,0.853181714,abundance affects trait,2.18E-06,0.651162791,0.242712346,10.85724215
74,MO,CYCLOPOID,CYCLOPOID.1,0.31309688,0.199748242,0.90476191,0.006863832,FALSE,0.321603132,abundance affects trait,1.96E-05,0.651162791,0.242712346,10.85724215
75,MO,DIACYCLOPS.THOMASI,DIACYCLOPS.THOMASI.1,0.186134251,0.331458582,0.523809552,0.133128524,FALSE,0.191191168,abundance affects trait,6.73E-05,0.651162791,0.242712346,10.85724215
76,MO,CALANOID,CALANOID.1,0.221519133,0.197480174,1,0.002666712,FALSE,0.22753739,abundance affects trait,2.23E-05,0.651162791,0.242712346,10.85724215
77,MO,DIAPTOMID,DIAPTOMID.1,0.181261433,0.209150599,0.975900054,0.003897905,FALSE,0.186185964,abundance affects trait,7.64E-05,0.651162791,0.242712346,10.85724215
78,MO,AGLAODIAPTOMUS.CLAVIPES,AGLAODIAPTOMUS.CLAVIPES.1,0.34420779,0.081713256,1,0.002666712,FALSE,0.353559267,abundance affects trait,0.000429464,0.651162791,0.242712346,10.85724215
79,MO,CHYDORUS,CHYDORUS.1,0.030181222,0.446971279,0.822951198,0.018663406,FALSE,0.031001189,abundance affects trait,2.96E-06,0.651162791,0.242712346,10.85724215
80,MO,DAPHNIA,DAPHNIA.1,0.161146621,0.482035237,0.047619049,1,FALSE,0.165524671,abundance affects trait,2.15E-05,0.651162791,0.242712346,10.85724215
81,MO,DAPHNIA.MENDOTAE,DAPHNIA.MENDOTAE.1,0.112743834,0.309398921,0.523809552,0.133128524,FALSE,0.115806871,abundance affects trait,0.000165181,0.651162791,0.242712346,10.85724215
82,MO,DAPHNIA.PULICARIA,DAPHNIA.PULICARIA.1,0.029401537,0.448334204,0.822951198,0.018663406,FALSE,0.030200321,abundance affects trait,0.000167264,0.651162791,0.242712346,10.85724215
83,MO,SINOBOSMINA.FRYEI,SINOBOSMINA.FRYEI.1,0.155688126,0.356508332,0.90476191,0.006863832,FALSE,0.159917879,abundance affects trait,4.30E-06,0.651162791,0.242712346,10.85724215
84,MO,ACANTHOCYCLOPS,ACANTHOCYCLOPS.1,0.049747358,0.412990144,0.732466996,0.044502854,FALSE,0.0510989,abundance affects trait,4.78E-05,0.651162791,0.242712346,10.85724215
85,MO,MESOCYCLOPS.EDAX,MESOCYCLOPS.EDAX.1,0.132157502,0.439037187,0.333333343,0.367520809,FALSE,0.135747972,abundance affects trait,8.00E-05,0.651162791,0.242712346,10.85724215
86,MO,DIAPHANOSOMA.BIRGEI,DIAPHANOSOMA.BIRGEI.1,0.124321973,0.290526974,0.809523821,0.016260982,FALSE,0.127699566,abundance affects trait,2.69E-05,0.651162791,0.242712346,10.85724215
1,AL,CYCLOPOID.1,CYCLOPOID,0.025808996,0.455794952,0.720082283,0.041493654,FALSE,0.033726162,trait affects abundance,6.58E-06,0.9,-0.036651786,11.08033331
2,AL,DIACYCLOPS.THOMASI.1,DIACYCLOPS.THOMASI,0.391069646,0.152254647,0.99999994,0.008534908,FALSE,0.511034152,trait affects abundance,2.38E-05,0.9,-0.036651786,11.08033331
3,AL,TROPOCYCLOPS.PRASINUS.MEXICANUS.1,TROPOCYCLOPS.PRASINUS.MEXICANUS,0.297991914,0.170225457,0.866666615,0.024170518,FALSE,0.3894039,trait affects abundance,7.84E-06,0.9,-0.036651786,11.08033331
4,AL,SKISTODIAPTOMUS.OREGONENSIS.1,SKISTODIAPTOMUS.OREGONENSIS,0.368804197,0.252032957,0.599999964,0.132854939,FALSE,0.481938555,trait affects abundance,0.000105017,0.9,-0.036651786,11.08033331
5,AL,BOSMINIDAE.1,BOSMINIDAE,0.025878278,0.455676723,0.592156529,0.128275275,FALSE,0.033816697,trait affects abundance,1.29E-06,0.9,-0.036651786,11.08033331
6,AL,MESOCYCLOPS.EDAX.1,MESOCYCLOPS.EDAX,0.373258619,0.098527756,1,0.002666712,FALSE,0.487759415,trait affects abundance,2.81E-05,0.9,-0.036651786,11.08033331
7,AL,DAPHNIA.1,DAPHNIA,0.644225927,0.189090169,0.99999994,0.008534908,FALSE,0.841848642,trait affects abundance,1.14E-05,0.9,-0.036651786,11.08033331
8,AL,DAPHNIA.MENDOTAE.1,DAPHNIA.MENDOTAE,0.508394532,0.038995584,1,0.002666712,TRUE,0.664349615,trait affects abundance,9.11E-05,0.9,-0.036651786,11.08033331
9,AL,DAPHNIA.PULICARIA.1,DAPHNIA.PULICARIA,0.337748984,0.249178965,1,0.002666712,FALSE,0.441356846,trait affects abundance,0.000133769,0.9,-0.036651786,11.08033331
10,AL,CALANOID.1,CALANOID,0.242051002,0.222186043,1,0.002666712,FALSE,0.316302556,trait affects abundance,1.42E-05,0.9,-0.036651786,11.08033331
11,AL,CYCLOPOID,CYCLOPOID.1,0.147815645,0.26093313,0.866666615,0.024170518,FALSE,0.193159565,abundance affects trait,6.58E-06,0.9,-0.036651786,11.08033331
12,AL,DIACYCLOPS.THOMASI,DIACYCLOPS.THOMASI.1,0.321205719,0.225729625,0.90476191,0.006863832,FALSE,0.41973877,abundance affects trait,2.38E-05,0.9,-0.036651786,11.08033331
13,AL,TROPOCYCLOPS.PRASINUS.MEXICANUS,TROPOCYCLOPS.PRASINUS.MEXICANUS.1,0.04628315,0.421047798,0.89442718,0.026772738,FALSE,0.060480967,abundance affects trait,7.84E-06,0.9,-0.036651786,11.08033331
14,AL,SKISTODIAPTOMUS.OREGONENSIS,SKISTODIAPTOMUS.OREGONENSIS.1,0.354001303,0.1787047,0.99999994,0.008534908,FALSE,0.462594726,abundance affects trait,0.000105017,0.9,-0.036651786,11.08033331
15,AL,BOSMINIDAE,BOSMINIDAE.1,0.108058432,0.320393516,0.99999994,0.008534908,FALSE,0.141206432,abundance affects trait,1.29E-06,0.9,-0.036651786,11.08033331
16,AL,MESOCYCLOPS.EDAX,MESOCYCLOPS.EDAX.1,0.007264099,0.487537227,0.723746836,0.057279348,FALSE,0.009492434,abundance affects trait,2.81E-05,0.9,-0.036651786,11.08033331
17,AL,DAPHNIA,DAPHNIA.1,0.76525149,0.078888839,1,0.002666712,FALSE,1,abundance affects trait,1.14E-05,0.9,-0.036651786,11.08033331
18,AL,DAPHNIA.MENDOTAE,DAPHNIA.MENDOTAE.1,0.478193262,0.102636327,1,0.002666712,FALSE,0.624883805,abundance affects trait,9.11E-05,0.9,-0.036651786,11.08033331
19,AL,DAPHNIA.PULICARIA,DAPHNIA.PULICARIA.1,0.313660423,0.418424858,0.619047642,0.071505427,FALSE,0.40987888,abundance affects trait,0.000133769,0.9,-0.036651786,11.08033331
20,AL,CALANOID,CALANOID.1,0.256252703,0.261115314,0.866666615,0.024170518,FALSE,0.33486077,abundance affects trait,1.42E-05,0.9,-0.036651786,11.08033331
1,BM,COPEPOD.NAUPLII.1,COPEPOD.NAUPLII,0.283194807,0.129738738,1,0.027486324,FALSE,0.307121167,trait affects abundance,4.01E-07,0.931034483,0.127347174,9.441368417
2,BM,DIACYCLOPS.THOMASI.1,DIACYCLOPS.THOMASI,0,0.5,1,1,FALSE,0,trait affects abundance,1.63E-05,0.931034483,0.127347174,9.441368417
3,BM,MESOCYCLOPS.EDAX.1,MESOCYCLOPS.EDAX,0.179748396,0.340160962,1,0.027486324,FALSE,0.194934849,trait affects abundance,1.14E-05,0.931034483,0.127347174,9.441368417
4,BM,SKISTODIAPTOMUS.OREGONENSIS.1,SKISTODIAPTOMUS.OREGONENSIS,0.734790574,0.153156637,1,0.027486324,FALSE,0.796871033,trait affects abundance,5.90E-05,0.931034483,0.127347174,9.441368417
5,BM,BOSMINIDAE.1,BOSMINIDAE,0.134665766,0.431557723,0.333333313,0.734095216,FALSE,0.146043311,trait affects abundance,2.05E-06,0.931034483,0.127347174,9.441368417
6,BM,CHYDORUS.1,CHYDORUS,0.325294867,0.36682099,0.800000012,0.086410761,FALSE,0.352778147,trait affects abundance,3.75E-07,0.931034483,0.127347174,9.441368417
7,BM,ASPLANCHNA.1,ASPLANCHNA,0.466438238,0.165165185,0.866666615,0.024170518,FALSE,0.505846338,trait affects abundance,1.82E-06,0.931034483,0.127347174,9.441368417
8,BM,CONOCHILUS.1,CONOCHILUS,0.094975348,0.398529577,1,0.027486324,FALSE,0.102999557,trait affects abundance,1.40E-08,0.931034483,0.127347174,9.441368417
9,BM,KELLICOTTIA.LONGISPINA.1,KELLICOTTIA.LONGISPINA,0.122604435,0.316593517,0.800000012,0.086410761,FALSE,0.132962951,trait affects abundance,2.02E-07,0.931034483,0.127347174,9.441368417
10,BM,KERATELLA.COCHLEARIS.1,KERATELLA.COCHLEARIS,0.245924889,0.165427609,0.836660028,0.096092343,FALSE,0.266702415,trait affects abundance,6.74E-08,0.931034483,0.127347174,9.441368417
11,BM,KERATELLA.EARLINAE.1,KERATELLA.EARLINAE,0.344221237,0.302131603,0.800000012,0.086410761,FALSE,0.373303554,trait affects abundance,9.34E-08,0.931034483,0.127347174,9.441368417
12,BM,KERATELLA.QUADRATA.1,KERATELLA.QUADRATA,0.18143741,0.264662487,1,0.027486324,FALSE,0.196766564,trait affects abundance,1.34E-07,0.931034483,0.127347174,9.441368417
13,BM,LECANE.INERMIS.1,LECANE.INERMIS,0.88166371,0.146324878,1,0.027486324,FALSE,0.956153081,trait affects abundance,5.05E-09,0.931034483,0.127347174,9.441368417
14,BM,POLYARTHRA.VULGARIS.1,POLYARTHRA.VULGARIS,0,0.5,1,1,FALSE,0,trait affects abundance,1.06E-07,0.931034483,0.127347174,9.441368417
15,BM,TROPOCYCLOPS.PRASINUS.MEXICANUS.1,TROPOCYCLOPS.PRASINUS.MEXICANUS,0.590923174,0.046515836,1,0.027486324,TRUE,0.640848668,trait affects abundance,5.47E-06,0.931034483,0.127347174,9.441368417
16,BM,DAPHNIA.MENDOTAE.1,DAPHNIA.MENDOTAE,0.743207812,0.151970445,1,0.027486324,FALSE,0.805999421,trait affects abundance,4.52E-05,0.931034483,0.127347174,9.441368417
17,BM,HOLOPEDIUM.GIBBERUM.1,HOLOPEDIUM.GIBBERUM,0.841746856,0.008806522,1,0.027486324,TRUE,0.912863761,trait affects abundance,4.79E-06,0.931034483,0.127347174,9.441368417
18,BM,KERATELLA.CRASSA.1,KERATELLA.CRASSA,0.276421361,0.151937203,1,0.027486324,FALSE,0.29977545,trait affects abundance,1.27E-07,0.931034483,0.127347174,9.441368417
19,BM,SYNCHAETA.1,SYNCHAETA,0.058928094,0.442869763,0.400000006,0.462432742,FALSE,0.063906769,trait affects abundance,2.37E-07,0.931034483,0.127347174,9.441368417
20,BM,POLYARTHRA.REMATA.1,POLYARTHRA.REMATA,0.147086812,0.28304241,0.836660028,0.096092343,FALSE,0.159513778,trait affects abundance,4.00E-08,0.931034483,0.127347174,9.441368417
21,BM,KERATELLA.HIEMALIS.1,KERATELLA.HIEMALIS,0.87227855,0.109679131,0.99999994,0.008534908,FALSE,0.945974995,trait affects abundance,3.90E-08,0.931034483,0.127347174,9.441368417
22,BM,DAPHNIA.PULICARIA.1,DAPHNIA.PULICARIA,0.406830028,0.175566679,1,0.027486324,FALSE,0.441201992,trait affects abundance,0.000154938,0.931034483,0.127347174,9.441368417
23,BM,GASTROPUS.STYLIFER.1,GASTROPUS.STYLIFER,0.499572603,0.216671738,1,0.027486324,FALSE,0.541780135,trait affects abundance,4.26E-08,0.931034483,0.127347174,9.441368417
24,BM,POLYARTHRA.DOLICHOPTERA.1,POLYARTHRA.DOLICHOPTERA,0.358252352,0.07326443,1,0.027486324,FALSE,0.38852012,trait affects abundance,2.45E-08,0.931034483,0.127347174,9.441368417
25,BM,LEPTODIAPTOMUS.MINUTUS.1,LEPTODIAPTOMUS.MINUTUS,0.765816747,0.206915307,1,0.027486324,FALSE,0.830518524,trait affects abundance,6.42E-06,0.931034483,0.127347174,9.441368417
26,BM,KERATELLA.TAUROCEPHALA.1,KERATELLA.TAUROCEPHALA,0.811296868,0.105344994,1,0.027486324,FALSE,0.879841137,trait affects abundance,4.29E-08,0.931034483,0.127347174,9.441368417
27,BM,GASTROPUS.HYPTOPUS.1,GASTROPUS.HYPTOPUS,0.147823496,0.364808779,1,0.027486324,FALSE,0.160312702,trait affects abundance,2.68E-08,0.931034483,0.127347174,9.441368417
28,BM,DIAPHANOSOMA.BIRGEI.1,DIAPHANOSOMA.BIRGEI,0.447494232,0.149017065,1,0.027486324,FALSE,0.485301804,trait affects abundance,3.84E-06,0.931034483,0.127347174,9.441368417
29,BM,TRICHOCERCA.BIROSTRIS.1,TRICHOCERCA.BIROSTRIS,0.786241549,0.26220734,0.73333329,0.060289145,FALSE,0.852668962,trait affects abundance,1.43E-08,0.931034483,0.127347174,9.441368417
30,BM,COPEPOD.NAUPLII,COPEPOD.NAUPLII.1,0,0.5,1,1,FALSE,0,abundance affects trait,4.01E-07,0.931034483,0.127347174,9.441368417
31,BM,DIACYCLOPS.THOMASI,DIACYCLOPS.THOMASI.1,0.24651917,0.259288692,1,0.027486324,FALSE,0.267346905,abundance affects trait,1.63E-05,0.931034483,0.127347174,9.441368417
32,BM,MESOCYCLOPS.EDAX,MESOCYCLOPS.EDAX.1,0.263626652,0.375870399,0.800000012,0.086410761,FALSE,0.285899752,abundance affects trait,1.14E-05,0.931034483,0.127347174,9.441368417
33,BM,SKISTODIAPTOMUS.OREGONENSIS,SKISTODIAPTOMUS.OREGONENSIS.1,0.560949158,0.24339188,1,0.027486324,FALSE,0.608342228,abundance affects trait,5.90E-05,0.931034483,0.127347174,9.441368417
34,BM,BOSMINIDAE,BOSMINIDAE.1,0.477068138,0.108509639,0.99999994,0.008534908,FALSE,0.517374329,abundance affects trait,2.05E-06,0.931034483,0.127347174,9.441368417
35,BM,CHYDORUS,CHYDORUS.1,0.530934197,0.267425197,0.99999994,0.008534908,FALSE,0.575791385,abundance affects trait,3.75E-07,0.931034483,0.127347174,9.441368417
36,BM,ASPLANCHNA,ASPLANCHNA.1,0.53022779,0.220595915,1,0.027486324,FALSE,0.575025295,abundance affects trait,1.82E-06,0.931034483,0.127347174,9.441368417
37,BM,CONOCHILUS,CONOCHILUS.1,0,0.5,1,1,FALSE,0,abundance affects trait,1.40E-08,0.931034483,0.127347174,9.441368417
38,BM,KELLICOTTIA.LONGISPINA,KELLICOTTIA.LONGISPINA.1,0.089979168,0.363382171,0.948683262,0.04326272,FALSE,0.097581263,abundance affects trait,2.02E-07,0.931034483,0.127347174,9.441368417
39,BM,KERATELLA.COCHLEARIS,KERATELLA.COCHLEARIS.1,0.382681709,0.173375364,1,0.027486324,FALSE,0.415013447,abundance affects trait,6.74E-08,0.931034483,0.127347174,9.441368417
40,BM,KERATELLA.EARLINAE,KERATELLA.EARLINAE.1,0.42945923,0.138923032,1,0.027486324,FALSE,0.465743073,abundance affects trait,9.34E-08,0.931034483,0.127347174,9.441368417
