,X.1,X,system,Cause,Effect,rho_Lmax,p_Z,Kendall_tau,Kendall_p,Convergence,Standardized_linkage_strength,direction,biomasss,trait.effect.abundance.total,abundance.effect.trait.total,Warming_rate,temp_mean,species_richness,type,species_richness_ln,biomasss_ln,abundances_ln,temp_mean_ln,Effect2,Taxa
709,709,41,KB2,walleye.surfperch,walleye.surfperch.1,0.579591289,0.468549168,0.99999994,0.089429379,FALSE,0.579591289,abundance affects trait,48.7389719,1,1,0.003099168,14.9230234,30,Fish,1.477121255,1.687876364,-0.026141985,1.17385682,walleye.surfperch.1,Embiotocidae
710,710,42,KB2,bay.pipefish,bay.pipefish.1,0.416686097,0.173128128,0.99999994,0.089429379,FALSE,0.416686097,abundance affects trait,536.7221828,1,1,0.003099168,14.9230234,30,Fish,1.477121255,2.729749545,-0.002793312,1.17385682,bay.pipefish.1,Syngnathidae
711,711,43,KB2,Pacific.staghorn.sculpin,Pacific.staghorn.sculpin.1,0,0.5,1,1,FALSE,0,abundance affects trait,126.8326988,1,1,0.003099168,14.9230234,30,Fish,1.477121255,2.103231234,0.01362139,1.17385682,Pacific.staghorn.sculpin.1,Cottidae
712,712,44,KB2,dwarf.surfperch,dwarf.surfperch.1,0.364023596,0.21777023,0.99999994,0.089429379,FALSE,0.364023596,abundance affects trait,67.608894,1,1,0.003099168,14.9230234,30,Fish,1.477121255,1.830003831,0.03710026,1.17385682,dwarf.surfperch.1,Embiotocidae
713,713,45,KB2,yellowfin.goby,yellowfin.goby.1,0.192012871,0.316580205,0.99999994,0.089429379,FALSE,0.192012871,abundance affects trait,123.6382969,1,1,0.003099168,14.9230234,30,Fish,1.477121255,2.092153014,0.023738009,1.17385682,yellowfin.goby.1,Oxudercidae
714,714,46,KB2,Pacific.herring,Pacific.herring.1,0,0.5,1,1,FALSE,0,abundance affects trait,10.55377608,1,1,0.003099168,14.9230234,30,Fish,1.477121255,1.023407875,0.564577531,1.17385682,Pacific.herring.1,Clupeidae
715,715,47,KB2,starry.flounder,starry.flounder.1,0.999139505,0,0.99999994,0.089429379,FALSE,0.999139505,abundance affects trait,156.3839719,1,1,0.003099168,14.9230234,30,Fish,1.477121255,2.194192239,-0.126735626,1.17385682,starry.flounder.1,Pleuronectidae
716,716,48,KB2,English.sole,English.sole.1,0.989380925,1.84E-05,0.99999994,0.089429379,FALSE,0.989380925,abundance affects trait,56.05531904,1,1,0.003099168,14.9230234,30,Fish,1.477121255,1.748616829,-0.214896244,1.17385682,English.sole.1,Pleuronectidae
717,717,49,KB2,shimofuri.goby,shimofuri.goby.1,0.951837014,0.000184251,0.99999994,0.089429379,FALSE,0.951837014,abundance affects trait,30.67180349,1,1,0.003099168,14.9230234,30,Fish,1.477121255,1.486739313,-0.064042703,1.17385682,shimofuri.goby.1,Oxudercidae
718,718,50,KB2,Delta.smelt,Delta.smelt.1,0.959671183,0.124336111,0.666666627,0.308179498,FALSE,0.959671183,abundance affects trait,25.59988287,1,1,0.003099168,14.9230234,30,Fish,1.477121255,1.408237978,-0.253072148,1.17385682,Delta.smelt.1,Osmeridae
719,719,51,KB2,comb.jelly,comb.jelly.1,0.052414745,0.42789474,0.912870884,0.148561716,FALSE,0.052414745,abundance affects trait,2.841058734,1,1,0.003099168,14.9230234,30,Fish,1.477121255,0.453480212,1.375105786,1.17385682,comb.jelly.1,Bolinopsidae
720,720,52,KB2,arrow.goby,arrow.goby.1,0.821731565,0.166717953,0.99999994,0.089429379,FALSE,0.821731565,abundance affects trait,9.386543094,1,1,0.003099168,14.9230234,30,Fish,1.477121255,0.972505678,-0.063321816,1.17385682,arrow.goby.1,Oxudercidae
721,721,53,KB2,California.halibut,California.halibut.1,1,0,0.99999994,0.089429379,FALSE,1,abundance affects trait,81.06825503,1,1,0.003099168,14.9230234,30,Fish,1.477121255,1.908850825,-0.285235728,1.17385682,California.halibut.1,Paralichthyidae
722,722,54,KB2,striped.bass,striped.bass.1,0.107529149,0.481837492,0.333333313,0.734095216,FALSE,0.107529149,abundance affects trait,729.3168964,1,1,0.003099168,14.9230234,30,Fish,1.477121255,2.862916275,0.015344876,1.17385682,striped.bass.1,Moronidae
723,723,55,KB2,wakasagi,wakasagi.1,0.921591193,0.074292156,0.99999994,0.089429379,FALSE,0.921591193,abundance affects trait,28.89065739,1,1,0.003099168,14.9230234,30,Fish,1.477121255,1.460757424,-0.239223645,1.17385682,wakasagi.1,Osmeridae
724,724,56,KB2,rainwater.killifish,rainwater.killifish.1,0.758696541,0.00914385,0.99999994,0.089429379,FALSE,0.758696541,abundance affects trait,5.342933729,1,1,0.003099168,14.9230234,30,Fish,1.477121255,0.727779787,0.017152378,1.17385682,rainwater.killifish.1,Fundulidae
725,725,57,KB2,diamond.turbot,diamond.turbot.1,0.998165325,6.41E-10,0.99999994,0.089429379,FALSE,0.998165325,abundance affects trait,107.99519,1,1,0.003099168,14.9230234,30,Fish,1.477121255,2.033404413,-0.196546046,1.17385682,diamond.turbot.1,Pleuronectidae
726,726,58,KB2,Siberian.prawn,Siberian.prawn.1,0,0.5,1,1,FALSE,0,abundance affects trait,2.17021132,1,1,0.003099168,14.9230234,30,Fish,1.477121255,0.336502024,0.624879194,1.17385682,Siberian.prawn.1,Palaemonidae
727,727,59,KB2,splittail,splittail.1,0.277432828,0.263555897,0.99999994,0.089429379,FALSE,0.277432828,abundance affects trait,39.77909383,1,1,0.003099168,14.9230234,30,Fish,1.477121255,1.599654886,0.386035847,1.17385682,splittail.1,Cyprinidae
728,728,60,KB2,prickly.sculpin,prickly.sculpin.1,0,0.5,1,1,FALSE,0,abundance affects trait,31.01412169,1,1,0.003099168,14.9230234,30,Fish,1.477121255,1.491559487,0.047945377,1.17385682,prickly.sculpin.1,Cottidae
729,729,1,SM2,Chinook.salmon.1,Chinook.salmon,0.254739156,0.242048933,0.857142925,0.00443399,FALSE,0.257885178,trait affects abundance,40.17556585,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.603962002,0.297755702,1.178790865,Chinook.salmon,Salmonidae
730,730,2,SM2,Delta.smelt.1,Delta.smelt,0.909721039,0.001126741,1.000000119,0.000836611,TRUE,0.92095607,trait affects abundance,48.76281114,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.688088734,-0.033023892,1.178790865,Delta.smelt,Osmeridae
731,731,3,SM2,steelhead.trout.1,steelhead.trout,0.776551716,0.048337602,1.000000119,0.000836611,TRUE,0.786142109,trait affects abundance,1019.904516,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,3.008559515,0.069850814,1.178790865,steelhead.trout,Salmonidae
732,732,4,SM2,tule.perch.1,tule.perch,0.542468572,0.08104719,1.000000119,0.000836611,FALSE,0.549168045,trait affects abundance,93.52543646,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.970929744,0.041684335,1.178790865,tule.perch,Embiotocidae
733,733,5,SM2,Pacific.staghorn.sculpin.1,Pacific.staghorn.sculpin,0.742326001,0.033395115,1.000000119,0.000836611,TRUE,0.751493707,trait affects abundance,39.20855622,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.593380851,-0.056413153,1.178790865,Pacific.staghorn.sculpin,Cottidae
734,734,6,SM2,Sacramento.pikeminnow.1,Sacramento.pikeminnow,0.781452476,6.29E-05,1.000000119,0.000836611,TRUE,0.791103393,trait affects abundance,146.169573,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,2.164856978,0.07909554,1.178790865,Sacramento.pikeminnow,Cyprinidae
735,735,7,SM2,striped.bass.1,striped.bass,0.70066105,0.036541885,1.000000119,0.000836611,TRUE,0.709314195,trait affects abundance,130.663542,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,2.116154427,0.072322972,1.178790865,striped.bass,Moronidae
736,736,8,SM2,yellowfin.goby.1,yellowfin.goby,0.89042011,4.13E-05,1.000000119,0.000836611,TRUE,0.901416775,trait affects abundance,88.13668994,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.945156736,0.030864215,1.178790865,yellowfin.goby,Oxudercidae
737,737,9,SM2,splittail.1,splittail,0.727949721,0.003405965,1.000000119,0.000836611,TRUE,0.736939881,trait affects abundance,34.03858171,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.531971456,0.449478494,1.178790865,splittail,Cyprinidae
738,738,10,SM2,Mississippi.silverside.1,Mississippi.silverside,0.615825924,0.206523298,1,0.002666712,FALSE,0.623431358,trait affects abundance,35.26042521,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.547287545,0.707760043,1.178790865,Mississippi.silverside,Atherinidae
739,739,11,SM2,threadfin.shad.1,threadfin.shad,0.854016139,4.91E-07,1.000000119,0.000836611,TRUE,0.864563216,trait affects abundance,72.04144711,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.857582428,0.42563715,1.178790865,threadfin.shad,Dorosomatidae
740,740,12,SM2,threespine.stickleback.1,threespine.stickleback,0.902248502,0.078360126,0.928571463,0.001981735,FALSE,0.913391247,trait affects abundance,5.097840488,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,0.707386242,-0.082135242,1.178790865,threespine.stickleback,Gasterosteidae
741,741,13,SM2,golden.shiner.1,golden.shiner,0.833692277,7.17E-05,1.000000119,0.000836611,TRUE,0.843988354,trait affects abundance,85.7121296,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.933042286,0.034062033,1.178790865,golden.shiner,Cyprinidae
742,742,14,SM2,Sacramento.sucker.1,Sacramento.sucker,0.106156135,0.308608125,0.69102335,0.024821877,FALSE,0.10746716,trait affects abundance,16.5668211,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.219239182,0.287186768,1.178790865,Sacramento.sucker,Catostomidae
743,743,15,SM2,western.mosquitofish.1,western.mosquitofish,0.461121924,0.076554561,1.000000119,0.000836611,FALSE,0.466816767,trait affects abundance,4.624472171,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,0.66506217,0.126301539,1.178790865,western.mosquitofish,Poeciliidae
744,744,16,SM2,bigscale.logperch.1,bigscale.logperch,0.873650427,1.79E-05,1.000000119,0.000836611,TRUE,0.884439986,trait affects abundance,68.70020255,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.836958017,0.002310912,1.178790865,bigscale.logperch,Percidae
745,745,17,SM2,smallmouth.bass.1,smallmouth.bass,0.887769648,0.003664546,1.000000119,0.000836611,TRUE,0.898733579,trait affects abundance,79.65014605,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.901186576,-0.110003347,1.178790865,smallmouth.bass,Centrarchidae
746,746,18,SM2,redear.sunfish.1,redear.sunfish,0.920689838,0.00030083,1.000000119,0.000836611,TRUE,0.932060332,trait affects abundance,289.9527136,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,2.462327178,-0.085972383,1.178790865,redear.sunfish,Centrarchidae
747,747,19,SM2,American.shad.1,American.shad,0.905260126,0.001948774,1.000000119,0.000836611,TRUE,0.916440064,trait affects abundance,36.88385657,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.566836324,-0.007505046,1.178790865,American.shad,Alosidae
748,748,20,SM2,bluegill.1,bluegill,0.803414228,0.045374793,1.000000119,0.000836611,TRUE,0.813336372,trait affects abundance,57.7306938,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.761406777,-0.031373662,1.178790865,bluegill,Centrarchidae
749,749,21,SM2,black.crappie.1,black.crappie,0.757042957,0.16920667,1.000000119,0.000836611,FALSE,0.766392418,trait affects abundance,179.3451703,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,2.253689686,-0.110910159,1.178790865,black.crappie,Centrarchidae
750,750,22,SM2,common.carp.1,common.carp,0.858136053,0.005003905,1.000000119,0.000836611,TRUE,0.86873401,trait affects abundance,1546.261068,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,3.189282821,-0.163085915,1.178790865,common.carp,Ariidae
751,751,23,SM2,hitch.1,hitch,0.83196829,0.000981651,1.000000119,0.000836611,TRUE,0.842243076,trait affects abundance,203.2905681,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,2.308117229,-0.010318493,1.178790865,hitch,Cyprinidae
752,752,24,SM2,largemouth.bass.1,largemouth.bass,0.683650736,0.00768483,1,0.002666712,TRUE,0.692093805,trait affects abundance,236.874024,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,2.374517438,-0.030818103,1.178790865,largemouth.bass,Centrarchidae
753,753,25,SM2,prickly.sculpin.1,prickly.sculpin,0.862111447,0.032592486,0.928571463,0.001981735,TRUE,0.872758501,trait affects abundance,28.60249149,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.456403865,-0.095281876,1.178790865,prickly.sculpin,Cottidae
754,754,26,SM2,fathead.minnow.1,fathead.minnow,0.966677724,9.79E-05,1.000000119,0.000836611,TRUE,0.978616168,trait affects abundance,9.55189359,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,0.980089476,-0.122256231,1.178790865,fathead.minnow,Cyprinidae
755,755,27,SM2,red.shiner.1,red.shiner,0.919282992,0.03931861,1.000000119,0.000836611,TRUE,0.930636112,trait affects abundance,4.753409302,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,0.677005212,0.41606629,1.178790865,red.shiner,Cyprinidae
756,756,28,SM2,shimofuri.goby.1,shimofuri.goby,0.969123344,0.252584293,1.000000119,0.000836611,FALSE,0.981091992,trait affects abundance,14.5433158,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.162663435,-0.230695812,1.178790865,shimofuri.goby,Oxudercidae
757,757,29,SM2,rainwater.killifish.1,rainwater.killifish,0.985070647,0.413888867,-0.785714328,0.00937477,FALSE,0.997236243,trait affects abundance,2.514103757,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,0.400383197,-0.193983105,1.178790865,rainwater.killifish,Fundulidae
758,758,30,SM2,Chinook.salmon,Chinook.salmon.1,0.363954558,0.488308655,0,1,FALSE,0.368449387,abundance affects trait,40.17556585,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.603962002,0.297755702,1.178790865,Chinook.salmon.1,Salmonidae
759,759,31,SM2,Delta.smelt,Delta.smelt.1,0.932834325,2.64E-05,1.000000119,0.000836611,TRUE,0.944354804,abundance affects trait,48.76281114,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.688088734,-0.033023892,1.178790865,Delta.smelt.1,Osmeridae
760,760,32,SM2,steelhead.trout,steelhead.trout.1,0.021658221,0.380328244,-0.642857194,0.035447899,FALSE,0.021925699,abundance affects trait,1019.904516,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,3.008559515,0.069850814,1.178790865,steelhead.trout.1,Salmonidae
761,761,33,SM2,tule.perch,tule.perch.1,0.748521034,0.001851042,1.000000119,0.000836611,TRUE,0.757765249,abundance affects trait,93.52543646,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.970929744,0.041684335,1.178790865,tule.perch.1,Embiotocidae
762,762,34,SM2,Pacific.staghorn.sculpin,Pacific.staghorn.sculpin.1,0.769195626,0.016630805,1.000000119,0.000836611,TRUE,0.778695171,abundance affects trait,39.20855622,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.593380851,-0.056413153,1.178790865,Pacific.staghorn.sculpin.1,Cottidae
763,763,35,SM2,Sacramento.pikeminnow,Sacramento.pikeminnow.1,0.562337793,0.002428917,1.000000119,0.000836611,TRUE,0.56928265,abundance affects trait,146.169573,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,2.164856978,0.07909554,1.178790865,Sacramento.pikeminnow.1,Cyprinidae
764,764,36,SM2,striped.bass,striped.bass.1,0.225827802,0.158195663,0.928571463,0.001981735,FALSE,0.228616769,abundance affects trait,130.663542,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,2.116154427,0.072322972,1.178790865,striped.bass.1,Moronidae
765,765,37,SM2,yellowfin.goby,yellowfin.goby.1,0.860941497,6.19E-06,1.000000119,0.000836611,TRUE,0.871574102,abundance affects trait,88.13668994,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.945156736,0.030864215,1.178790865,yellowfin.goby.1,Oxudercidae
766,766,38,SM2,splittail,splittail.1,0.171779049,0.312017853,1.000000119,0.000836611,FALSE,0.173900516,abundance affects trait,34.03858171,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.531971456,0.449478494,1.178790865,splittail.1,Cyprinidae
767,767,39,SM2,Mississippi.silverside,Mississippi.silverside.1,0.317822071,0.223057677,0.928571463,0.001981735,FALSE,0.321747165,abundance affects trait,35.26042521,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.547287545,0.707760043,1.178790865,Mississippi.silverside.1,Atherinidae
768,768,40,SM2,threadfin.shad,threadfin.shad.1,0.558817895,0.140438986,1.000000119,0.000836611,FALSE,0.565719281,abundance affects trait,72.04144711,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.857582428,0.42563715,1.178790865,threadfin.shad.1,Dorosomatidae
769,769,41,SM2,threespine.stickleback,threespine.stickleback.1,0.669470225,0.118115871,1.000000119,0.000836611,FALSE,0.677738164,abundance affects trait,5.097840488,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,0.707386242,-0.082135242,1.178790865,threespine.stickleback.1,Gasterosteidae
770,770,42,SM2,golden.shiner,golden.shiner.1,0.633356166,0.020571694,1.000000119,0.000836611,TRUE,0.641178098,abundance affects trait,85.7121296,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.933042286,0.034062033,1.178790865,golden.shiner.1,Cyprinidae
771,771,43,SM2,Sacramento.sucker,Sacramento.sucker.1,0.305268353,0.136250247,1.000000119,0.000836611,FALSE,0.309038409,abundance affects trait,16.5668211,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.219239182,0.287186768,1.178790865,Sacramento.sucker.1,Catostomidae
772,772,44,SM2,western.mosquitofish,western.mosquitofish.1,0.414978174,0.219467556,1.000000119,0.000836611,FALSE,0.420103143,abundance affects trait,4.624472171,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,0.66506217,0.126301539,1.178790865,western.mosquitofish.1,Poeciliidae
773,773,45,SM2,bigscale.logperch,bigscale.logperch.1,0.735790951,0.006599758,1.000000119,0.000836611,TRUE,0.74487795,abundance affects trait,68.70020255,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.836958017,0.002310912,1.178790865,bigscale.logperch.1,Percidae
774,774,46,SM2,smallmouth.bass,smallmouth.bass.1,0.983979137,1.24E-08,1.000000119,0.000836611,TRUE,0.996131253,abundance affects trait,79.65014605,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.901186576,-0.110003347,1.178790865,smallmouth.bass.1,Centrarchidae
775,775,47,SM2,redear.sunfish,redear.sunfish.1,0.917203171,0.001388021,1.000000119,0.000836611,TRUE,0.928530606,abundance affects trait,289.9527136,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,2.462327178,-0.085972383,1.178790865,redear.sunfish.1,Centrarchidae
776,776,48,SM2,American.shad,American.shad.1,0.582707845,0.225494075,1.000000119,0.000836611,FALSE,0.589904271,abundance affects trait,36.88385657,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.566836324,-0.007505046,1.178790865,American.shad.1,Alosidae
777,777,49,SM2,bluegill,bluegill.1,0.808832678,0.033183947,1.000000119,0.000836611,TRUE,0.81882174,abundance affects trait,57.7306938,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.761406777,-0.031373662,1.178790865,bluegill.1,Centrarchidae
778,778,50,SM2,black.crappie,black.crappie.1,0.966012312,9.60E-06,1.000000119,0.000836611,TRUE,0.977942538,abundance affects trait,179.3451703,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,2.253689686,-0.110910159,1.178790865,black.crappie.1,Centrarchidae
779,779,51,SM2,common.carp,common.carp.1,0.846638218,0.071060308,1.000000119,0.000836611,FALSE,0.857094178,abundance affects trait,1546.261068,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,3.189282821,-0.163085915,1.178790865,common.carp.1,Ariidae
780,780,52,SM2,hitch,hitch.1,0.865201421,0.00032182,1.000000119,0.000836611,TRUE,0.875886636,abundance affects trait,203.2905681,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,2.308117229,-0.010318493,1.178790865,hitch.1,Cyprinidae
781,781,53,SM2,largemouth.bass,largemouth.bass.1,0.928080073,2.96E-08,1.000000119,0.000836611,TRUE,0.939541837,abundance affects trait,236.874024,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,2.374517438,-0.030818103,1.178790865,largemouth.bass.1,Centrarchidae
782,782,54,SM2,prickly.sculpin,prickly.sculpin.1,0.68888997,0.198590837,0.928571463,0.001981735,FALSE,0.697397743,abundance affects trait,28.60249149,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.456403865,-0.095281876,1.178790865,prickly.sculpin.1,Cottidae
783,783,55,SM2,fathead.minnow,fathead.minnow.1,0.930040292,0.062631294,1.000000119,0.000836611,FALSE,0.941526265,abundance affects trait,9.55189359,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,0.980089476,-0.122256231,1.178790865,fathead.minnow.1,Cyprinidae
784,784,56,SM2,red.shiner,red.shiner.1,0.633052388,0.460082418,0.785714328,0.009374738,FALSE,0.640870568,abundance affects trait,4.753409302,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,0.677005212,0.41606629,1.178790865,red.shiner.1,Cyprinidae
785,785,57,SM2,shimofuri.goby,shimofuri.goby.1,0.987800688,0.059073218,1.000000119,0.000836611,FALSE,1,abundance affects trait,14.5433158,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,1.162663435,-0.230695812,1.178790865,shimofuri.goby.1,Oxudercidae
786,786,58,SM2,rainwater.killifish,rainwater.killifish.1,0.840817164,0.204099146,0.785714328,0.009374738,FALSE,0.851201233,abundance affects trait,2.514103757,0.310344828,0.551724138,0.071106292,15.0935315,29,Fish,1.462397998,0.400383197,-0.193983105,1.178790865,rainwater.killifish.1,Fundulidae
787,787,1,OR2,Mississippi.silverside.1,Mississippi.silverside,0.058051341,0.434958131,0.666666627,0.308179498,FALSE,0.05807732,trait affects abundance,34.36173537,1,1,0.077287298,17.22774576,28,Fish,1.447158031,1.536075089,0.780724229,1.236228454,Mississippi.silverside,Atherinidae
788,788,2,OR2,American.shad.1,American.shad,0.811991948,0.095791803,NA,NA,FALSE,0.812355328,trait affects abundance,35.81039969,1,1,0.077287298,17.22774576,28,Fish,1.447158031,1.554009168,0.102431739,1.236228454,American.shad,Alosidae
789,789,3,OR2,Chinook.salmon.1,Chinook.salmon,0.055557563,0.442983397,-0.99999994,0.089429371,FALSE,0.055582426,trait affects abundance,115.1482819,1,1,0.077287298,17.22774576,28,Fish,1.447158031,2.061257462,0.185303666,1.236228454,Chinook.salmon,Salmonidae
790,790,4,OR2,yellowfin.goby.1,yellowfin.goby,0.61764955,0.019737619,0.99999994,0.089429379,FALSE,0.617925959,trait affects abundance,101.8423982,1,1,0.077287298,17.22774576,28,Fish,1.447158031,2.007928618,0.012990399,1.236228454,yellowfin.goby,Oxudercidae
791,791,5,OR2,striped.bass.1,striped.bass,0.160935732,0.466632041,-0.666666627,0.308179498,FALSE,0.161007753,trait affects abundance,1036.461666,1,1,0.077287298,17.22774576,28,Fish,1.447158031,3.015553244,0.032533449,1.236228454,striped.bass,Moronidae
792,792,6,OR2,Sacramento.pikeminnow.1,Sacramento.pikeminnow,0.006985155,0.490347465,NA,NA,FALSE,0.006988281,trait affects abundance,192.2756082,1,1,0.077287298,17.22774576,28,Fish,1.447158031,2.283924194,0.068909077,1.236228454,Sacramento.pikeminnow,Cyprinidae
793,793,7,OR2,Pacific.staghorn.sculpin.1,Pacific.staghorn.sculpin,0.855162673,0.177469159,0.99999994,0.089429379,FALSE,0.855545373,trait affects abundance,55.28709192,1,1,0.077287298,17.22774576,28,Fish,1.447158031,1.742623747,-0.078089257,1.236228454,Pacific.staghorn.sculpin,Cottidae
794,794,8,OR2,largemouth.bass.1,largemouth.bass,0.237781236,0.217264296,0.99999994,0.089429379,FALSE,0.237887647,trait affects abundance,224.0204317,1,1,0.077287298,17.22774576,28,Fish,1.447158031,2.35028763,-0.017745152,1.236228454,largemouth.bass,Centrarchidae
795,795,9,OR2,golden.shiner.1,golden.shiner,0.081680142,0.388366099,NA,NA,FALSE,0.081716696,trait affects abundance,81.71156516,1,1,0.077287298,17.22774576,28,Fish,1.447158031,1.912283529,0.154945605,1.236228454,golden.shiner,Cyprinidae
796,796,10,OR2,threadfin.shad.1,threadfin.shad,0.256423372,0.216234644,0.99999994,0.089429379,FALSE,0.256538126,trait affects abundance,56.52370379,1,1,0.077287298,17.22774576,28,Fish,1.447158031,1.752230612,0.684276112,1.236228454,threadfin.shad,Dorosomatidae
797,797,11,OR2,bluegill.1,bluegill,0,0.5,1,1,FALSE,0,trait affects abundance,66.54673888,1,1,0.077287298,17.22774576,28,Fish,1.447158031,1.823126778,0.049516526,1.236228454,bluegill,Centrarchidae
798,798,12,OR2,western.mosquitofish.1,western.mosquitofish,0.39846027,0.472204049,0.333333313,0.734095216,FALSE,0.398638587,trait affects abundance,4.846834077,1,1,0.077287298,17.22774576,28,Fish,1.447158031,0.685458153,0.132760368,1.236228454,western.mosquitofish,Poeciliidae
799,799,13,OR2,splittail.1,splittail,0.026523262,0.464575227,-0.99999994,0.089429371,FALSE,0.026535131,trait affects abundance,43.28862309,1,1,0.077287298,17.22774576,28,Fish,1.447158031,1.636373772,0.380419679,1.236228454,splittail,Cyprinidae
800,800,14,OR2,smallmouth.bass.1,smallmouth.bass,0.784312183,0.192651479,0.99999994,0.089429379,FALSE,0.784663175,trait affects abundance,124.5724535,1,1,0.077287298,17.22774576,28,Fish,1.447158031,2.095422018,-0.194574665,1.236228454,smallmouth.bass,Centrarchidae
801,801,15,OR2,red.shiner.1,red.shiner,0.80126436,0.054775587,0.99999994,0.089429379,FALSE,0.801622939,trait affects abundance,6.220405083,1,1,0.077287298,17.22774576,28,Fish,1.447158031,0.793818668,0.329440017,1.236228454,red.shiner,Cyprinidae
802,802,16,OR2,redear.sunfish.1,redear.sunfish,0.559797484,0.164413308,0.99999994,0.089429379,FALSE,0.560048003,trait affects abundance,282.1744379,1,1,0.077287298,17.22774576,28,Fish,1.447158031,2.450517669,0.015438052,1.236228454,redear.sunfish,Centrarchidae
803,803,17,OR2,bigscale.logperch.1,bigscale.logperch,0.854072878,0.012543015,0.99999994,0.089429379,FALSE,0.85445509,trait affects abundance,72.73914309,1,1,0.077287298,17.22774576,28,Fish,1.447158031,1.861768181,-0.03618488,1.236228454,bigscale.logperch,Percidae
804,804,18,OR2,prickly.sculpin.1,prickly.sculpin,0.762578505,0.022006624,NA,NA,NA,0.762919771,trait affects abundance,42.54650382,1,1,0.077287298,17.22774576,28,Fish,1.447158031,1.628863879,-0.044367722,1.236228454,prickly.sculpin,prickly.sculpin
